ordernumber,orderdate,quantityordered,priceeach,sales,country,customername,productline,dealsize,status,producto_id,cliente_id,continente,subregion,capital
10370,2005-01-20,22,100.0,3949.0,Australia,"Anna's Decorations, Ltd",Trucks and Buses,Medium,Shipped,28,80,Oceania,Australia and New Zealand,Canberra
10383,2005-02-22,27,100.0,3843.99,Spain,Euro Shopping Channel,Trucks and Buses,Medium,Shipped,28,85,Europe,Southern Europe,Madrid
10412,2005-05-03,56,98.18,5498.08,Spain,Euro Shopping Channel,Trucks and Buses,Medium,Shipped,28,75,Europe,Southern Europe,Madrid
10425,2005-05-31,38,99.41,3777.58,France,La Rochelle Gifts,Trucks and Buses,Medium,In Process,28,36,Europe,Western Europe,Paris
10101,2003-01-09,25,100.0,3782.0,Germany,"Blauer See Auto, Co.",Vintage Cars,Medium,Shipped,29,99,Europe,Western Europe,Berlin
10110,2003-03-18,33,100.0,3859.68,United Kingdom,"AV Stores, Co.",Vintage Cars,Medium,Shipped,29,19,Europe,Northern Europe,London
10124,2003-05-21,42,100.0,4431.84,United States,Signal Gift Stores,Vintage Cars,Medium,Shipped,29,20,Americas,North America,"Washington, D.C."
10149,2003-09-12,33,100.0,4950.33,United States,Signal Collectibles Ltd.,Vintage Cars,Medium,Shipped,29,57,Americas,North America,"Washington, D.C."
10162,2003-10-18,38,100.0,4299.7,United States,Corporate Gift Ideas Co.,Vintage Cars,Medium,Shipped,29,18,Americas,North America,"Washington, D.C."
10173,2003-11-05,31,100.0,4492.83,Italy,Rovelli Gifts,Vintage Cars,Medium,Shipped,29,47,Europe,Southern Europe,Rome
10182,2003-11-12,20,100.0,2212.0,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Small,Shipped,29,49,Americas,North America,"Washington, D.C."
10193,2003-11-21,44,100.0,4642.88,Australia,"Australian Collectables, Ltd",Vintage Cars,Medium,Shipped,29,14,Oceania,Australia and New Zealand,Canberra
10204,2003-12-02,26,100.0,3206.32,United States,Muscle Machine Inc,Vintage Cars,Medium,Shipped,29,15,Americas,North America,"Washington, D.C."
10214,2004-01-26,27,100.0,3604.23,Spain,"Corrida Auto Replicas, Ltd",Vintage Cars,Medium,Shipped,29,31,Europe,Southern Europe,Madrid
10227,2004-03-02,46,100.0,7017.76,France,"Saveley & Henriot, Co.",Vintage Cars,Large,Shipped,29,1,Europe,Western Europe,Paris
10243,2004-04-26,47,100.0,6154.18,United States,Diecast Collectables,Vintage Cars,Medium,Shipped,29,54,Americas,North America,"Washington, D.C."
10280,2004-08-17,37,100.0,4750.8,Italy,Amica Models & Co.,Vintage Cars,Medium,Shipped,29,3,Europe,Southern Europe,Rome
10288,2004-09-01,31,100.0,3822.92,Singapore,Handji Gifts& Co,Vintage Cars,Medium,Shipped,29,16,Asia,South-Eastern Asia,Singapore
10304,2004-10-11,24,100.0,2440.8,France,Auto Assoc. & Cie.,Vintage Cars,Small,Shipped,29,87,Europe,Western Europe,Paris
10312,2004-10-21,31,100.0,4729.36,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Medium,Shipped,29,57,Americas,North America,"Washington, D.C."
10322,2004-11-04,50,100.0,12536.5,United States,Online Diecast Creations Co.,Vintage Cars,Large,Shipped,29,75,Americas,North America,"Washington, D.C."
10332,2004-11-17,35,64.69,2264.15,United Kingdom,"AV Stores, Co.",Vintage Cars,Small,Shipped,29,12,Europe,Northern Europe,London
10344,2004-11-25,30,100.0,3928.2,France,Marseille Mini Autos,Vintage Cars,Medium,Shipped,29,74,Europe,Western Europe,Paris
10356,2004-12-09,29,100.0,3630.22,France,Lyon Souveniers,Vintage Cars,Medium,Shipped,29,96,Europe,Western Europe,Paris
10367,2005-01-12,27,100.0,4196.07,United States,Toys4GrownUps.com,Vintage Cars,Medium,Resolved,29,16,Americas,North America,"Washington, D.C."
10380,2005-02-16,40,100.0,4931.6,Spain,Euro Shopping Channel,Vintage Cars,Medium,Shipped,29,72,Europe,Southern Europe,Madrid
10390,2005-03-04,31,98.99,3068.69,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Medium,Shipped,29,76,Americas,North America,"Washington, D.C."
10409,2005-04-23,6,100.0,785.64,Singapore,Handji Gifts& Co,Vintage Cars,Small,Shipped,29,24,Asia,South-Eastern Asia,Singapore
10420,2005-05-29,45,100.0,4977.0,Australia,Souveniers And Things Co.,Vintage Cars,Medium,In Process,29,28,Oceania,Australia and New Zealand,Canberra
10103,2003-01-29,22,54.09,1189.98,Norway,Baane Mini Imports,Trucks and Buses,Small,Shipped,30,8,Europe,Northern Europe,Oslo
10114,2003-04-01,45,68.67,3090.15,France,"La Corne D'abondance, Co.",Trucks and Buses,Medium,Shipped,30,92,Europe,Western Europe,Paris
10126,2003-05-28,43,65.02,2795.86,Spain,"Corrida Auto Replicas, Ltd",Trucks and Buses,Small,Shipped,30,36,Europe,Southern Europe,Madrid
10140,2003-07-24,46,61.99,2851.54,United States,Technics Stores Inc.,Trucks and Buses,Small,Shipped,30,90,Americas,North America,"Washington, D.C."
10151,2003-09-21,39,69.28,2701.92,Finland,"Oulu Toy Supplies, Inc.",Trucks and Buses,Small,Shipped,30,8,Europe,Northern Europe,Helsinki
10165,2003-10-22,31,71.1,2204.1,Singapore,"Dragon Souveniers, Ltd.",Trucks and Buses,Small,Shipped,30,58,Asia,South-Eastern Asia,Singapore
10175,2003-11-06,41,69.28,2840.48,United Kingdom,"Stylish Desk Decors, Co.",Trucks and Buses,Small,Shipped,30,60,Europe,Northern Europe,London
10184,2003-11-14,44,60.16,2647.04,Spain,"Iberia Gift Imports, Corp.",Trucks and Buses,Small,Shipped,30,50,Europe,Southern Europe,Madrid
10194,2003-11-25,45,70.49,3172.05,France,"Saveley & Henriot, Co.",Trucks and Buses,Medium,Shipped,30,28,Europe,Western Europe,Paris
10207,2003-12-09,37,69.89,2585.93,United States,Diecast Collectables,Trucks and Buses,Small,Shipped,30,92,Americas,North America,"Washington, D.C."
10217,2004-02-04,35,61.38,2148.3,Singapore,Handji Gifts& Co,Trucks and Buses,Small,Shipped,30,41,Asia,South-Eastern Asia,Singapore
10229,2004-03-11,28,59.55,1667.4,United States,Mini Gifts Distributors Ltd.,Trucks and Buses,Small,Shipped,30,100,Americas,North America,"Washington, D.C."
10246,2004-05-05,30,61.99,1859.7,Spain,Euro Shopping Channel,Trucks and Buses,Small,Shipped,30,64,Europe,Southern Europe,Madrid
10259,2004-06-15,30,49.22,1476.6,Singapore,Handji Gifts& Co,Trucks and Buses,Small,Shipped,30,27,Asia,South-Eastern Asia,Singapore
10271,2004-07-20,25,69.28,1732.0,United States,Mini Gifts Distributors Ltd.,Trucks and Buses,Small,Shipped,30,63,Americas,North America,"Washington, D.C."
10281,2004-08-19,29,57.73,1674.17,United States,Diecast Classics Inc.,Trucks and Buses,Small,Shipped,30,17,Americas,North America,"Washington, D.C."
10291,2004-09-08,26,57.73,1500.98,Sweden,Scandinavian Gift Ideas,Trucks and Buses,Small,Shipped,30,73,Europe,Northern Europe,Stockholm
10305,2004-10-13,41,53.48,2192.68,United States,Marta's Replicas Co.,Trucks and Buses,Small,Shipped,30,33,Americas,North America,"Washington, D.C."
10313,2004-10-22,34,52.87,1797.58,Canada,Canadian Gift Exchange Network,Trucks and Buses,Small,Shipped,30,84,Americas,North America,Ottawa
10322,2004-11-04,35,61.21,2142.35,United States,Online Diecast Creations Co.,Trucks and Buses,Small,Shipped,30,77,Americas,North America,"Washington, D.C."
10334,2004-11-19,34,61.38,2086.92,Sweden,"Volvo Model Replicas, Co",Trucks and Buses,Small,On Hold,30,92,Europe,Northern Europe,Stockholm
10347,2004-11-29,50,100.0,6834.5,Australia,"Australian Collectors, Co.",Trucks and Buses,Medium,Shipped,30,29,Oceania,Australia and New Zealand,Canberra
10357,2004-12-10,41,61.99,2541.59,United States,Mini Gifts Distributors Ltd.,Trucks and Buses,Small,Shipped,30,13,Americas,North America,"Washington, D.C."
10370,2005-01-20,22,96.86,2130.92,Australia,"Anna's Decorations, Ltd",Trucks and Buses,Small,Shipped,30,46,Oceania,Australia and New Zealand,Canberra
10381,2005-02-17,35,48.62,1701.7,United States,Corporate Gift Ideas Co.,Trucks and Buses,Small,Shipped,30,35,Americas,North America,"Washington, D.C."
10391,2005-03-09,44,38.5,1694.0,Australia,"Anna's Decorations, Ltd",Trucks and Buses,Small,Shipped,30,6,Oceania,Australia and New Zealand,Canberra
10412,2005-05-03,47,61.99,2913.53,Spain,Euro Shopping Channel,Trucks and Buses,Small,Shipped,30,82,Europe,Southern Europe,Madrid
10425,2005-05-31,19,49.22,935.18,France,La Rochelle Gifts,Trucks and Buses,Small,In Process,30,69,Europe,Western Europe,Paris
10106,2003-02-17,34,90.39,3073.26,Italy,Rovelli Gifts,Planes,Medium,Shipped,31,47,Europe,Southern Europe,Rome
10120,2003-04-29,29,71.81,2082.49,Australia,"Australian Collectors, Co.",Planes,Small,Shipped,31,25,Oceania,Australia and New Zealand,Canberra
10133,2003-06-27,49,69.27,3394.23,Spain,Euro Shopping Channel,Planes,Medium,Shipped,31,66,Europe,Southern Europe,Madrid
10145,2003-08-25,30,85.32,2559.6,United States,Toys4GrownUps.com,Planes,Small,Shipped,31,10,Americas,North America,"Washington, D.C."
10168,2003-10-28,21,70.96,1490.16,United States,Technics Stores Inc.,Planes,Small,Shipped,31,56,Americas,North America,"Washington, D.C."
10210,2004-01-12,50,76.88,3844.0,Japan,Osaka Souveniers Co.,Planes,Medium,Shipped,31,30,Asia,Eastern Asia,Tokyo
10223,2004-02-20,47,100.0,4724.91,Australia,"Australian Collectors, Co.",Planes,Medium,Shipped,31,5,Oceania,Australia and New Zealand,Canberra
10235,2004-04-02,24,76.03,1824.72,Canada,"Royal Canadian Collectables, Ltd.",Planes,Small,Shipped,31,33,Americas,North America,Ottawa
10250,2004-05-11,27,98.84,2668.68,United States,The Sharp Gifts Warehouse,Planes,Small,Shipped,31,65,Americas,North America,"Washington, D.C."
10263,2004-06-28,33,86.17,2843.61,United States,Gift Depot Inc.,Planes,Small,Shipped,31,18,Americas,North America,"Washington, D.C."
10275,2004-07-23,35,90.39,3163.65,France,La Rochelle Gifts,Planes,Medium,Shipped,31,96,Europe,Western Europe,Paris
10284,2004-08-21,31,71.81,2226.11,Norway,"Norway Gifts By Mail, Co.",Planes,Small,Shipped,31,49,Europe,Northern Europe,Oslo
10297,2004-09-16,25,82.79,2069.75,Ireland,"Clover Collections, Co.",Planes,Small,Shipped,31,11,Europe,Northern Europe,Dublin
10308,2004-10-15,27,82.79,2235.33,United States,Mini Classics,Planes,Small,Shipped,31,85,Americas,North America,"Washington, D.C."
10318,2004-11-02,31,100.0,3116.43,United States,Diecast Classics Inc.,Planes,Medium,Shipped,31,26,Americas,North America,"Washington, D.C."
10327,2004-11-10,45,100.0,4781.7,Denmark,Danish Wholesale Imports,Planes,Medium,Resolved,31,63,Europe,Northern Europe,Copenhagen
10339,2004-11-23,27,100.0,2810.7,Japan,"Tokyo Collectables, Ltd",Planes,Small,Shipped,31,89,Asia,Eastern Asia,Tokyo
10353,2004-12-04,27,100.0,3515.67,United States,Gift Ideas Corp.,Planes,Medium,Shipped,31,86,Americas,North America,"Washington, D.C."
10374,2005-02-02,42,69.27,2909.34,Australia,"Australian Gift Network, Co",Planes,Small,Shipped,31,59,Oceania,Australia and New Zealand,Canberra
10386,2005-03-01,21,74.77,1570.17,Spain,Euro Shopping Channel,Planes,Small,Resolved,31,27,Europe,Southern Europe,Madrid
10398,2005-03-30,34,76.88,2613.92,France,Reims Collectables,Planes,Small,Shipped,31,49,Europe,Western Europe,Paris
10401,2005-04-03,42,76.03,3193.26,United States,Tekni Collectables Inc.,Planes,Medium,On Hold,31,77,Americas,North America,"Washington, D.C."
10416,2005-05-10,15,98.84,1482.6,Italy,L'ordine Souveniers,Planes,Small,Shipped,31,33,Europe,Southern Europe,Rome
10107,2003-02-24,29,70.87,2055.23,United States,Land of Toys Inc.,Motorcycles,Small,Shipped,32,98,Americas,North America,"Washington, D.C."
10120,2003-04-29,46,58.15,2674.9,Australia,"Australian Collectors, Co.",Motorcycles,Small,Shipped,32,99,Oceania,Australia and New Zealand,Canberra
10134,2003-07-01,30,61.78,1853.4,France,Lyon Souveniers,Motorcycles,Small,Shipped,32,1,Europe,Western Europe,Paris
10145,2003-08-25,30,49.67,1490.1,United States,Toys4GrownUps.com,Motorcycles,Small,Shipped,32,21,Americas,North America,"Washington, D.C."
10159,2003-10-10,42,51.48,2162.16,United States,Corporate Gift Ideas Co.,Motorcycles,Small,Shipped,32,55,Americas,North America,"Washington, D.C."
10168,2003-10-28,46,61.18,2814.28,United States,Technics Stores Inc.,Motorcycles,Small,Shipped,32,6,Americas,North America,"Washington, D.C."
10180,2003-11-11,25,64.2,1605.0,France,Daedalus Designs Imports,Motorcycles,Small,Shipped,32,92,Europe,Western Europe,Paris
10188,2003-11-18,32,65.42,2093.44,Norway,Herkku Gifts,Motorcycles,Small,Shipped,32,81,Europe,Northern Europe,Oslo
10201,2003-12-01,30,64.81,1944.3,United States,Mini Wheels Co.,Motorcycles,Small,Shipped,32,69,Americas,North America,"Washington, D.C."
10210,2004-01-12,40,49.67,1986.8,Japan,Osaka Souveniers Co.,Motorcycles,Small,Shipped,32,95,Asia,Eastern Asia,Tokyo
10223,2004-02-20,28,60.57,1695.96,Australia,"Australian Collectors, Co.",Motorcycles,Small,Shipped,32,5,Oceania,Australia and New Zealand,Canberra
10236,2004-04-03,23,55.72,1281.56,United States,Motor Mint Distributors Inc.,Motorcycles,Small,Shipped,32,3,Americas,North America,"Washington, D.C."
10251,2004-05-18,29,61.18,1774.22,United States,Tekni Collectables Inc.,Motorcycles,Small,Shipped,32,53,Americas,North America,"Washington, D.C."
10263,2004-06-28,34,58.75,1997.5,United States,Gift Depot Inc.,Motorcycles,Small,Shipped,32,23,Americas,North America,"Washington, D.C."
10275,2004-07-23,37,63.6,2353.2,France,La Rochelle Gifts,Motorcycles,Small,Shipped,32,53,Europe,Western Europe,Paris
10285,2004-08-27,20,49.06,981.2,United States,Marta's Replicas Co.,Motorcycles,Small,Shipped,32,37,Americas,North America,"Washington, D.C."
10298,2004-09-27,32,48.46,1550.72,France,Atelier graphique,Motorcycles,Small,Shipped,32,74,Europe,Western Europe,Paris
10308,2004-10-15,34,52.09,1771.06,United States,Mini Classics,Motorcycles,Small,Shipped,32,74,Americas,North America,"Washington, D.C."
10318,2004-11-02,42,52.7,2213.4,United States,Diecast Classics Inc.,Motorcycles,Small,Shipped,32,83,Americas,North America,"Washington, D.C."
10329,2004-11-15,38,100.0,5266.04,United States,Land of Toys Inc.,Motorcycles,Medium,Shipped,32,17,Americas,North America,"Washington, D.C."
10339,2004-11-23,30,62.16,1864.8,Japan,"Tokyo Collectables, Ltd",Motorcycles,Small,Shipped,32,85,Asia,Eastern Asia,Tokyo
10362,2005-01-05,23,49.67,1142.41,United States,Technics Stores Inc.,Motorcycles,Small,Shipped,32,78,Americas,North America,"Washington, D.C."
10374,2005-02-02,22,53.3,1172.6,Australia,"Australian Gift Network, Co",Motorcycles,Small,Shipped,32,73,Oceania,Australia and New Zealand,Canberra
10389,2005-03-03,39,100.0,6981.0,Sweden,Scandinavian Gift Ideas,Motorcycles,Medium,Shipped,32,1,Europe,Northern Europe,Stockholm
10402,2005-04-07,55,55.72,3064.6,France,Auto Canal Petit,Motorcycles,Medium,Shipped,32,51,Europe,Western Europe,Paris
10417,2005-05-13,36,61.18,2202.48,Spain,Euro Shopping Channel,Motorcycles,Small,Disputed,32,45,Europe,Southern Europe,Madrid
10101,2003-01-09,26,100.0,3773.38,Germany,"Blauer See Auto, Co.",Vintage Cars,Medium,Shipped,33,77,Europe,Western Europe,Berlin
10110,2003-03-18,31,100.0,5074.39,United Kingdom,"AV Stores, Co.",Vintage Cars,Medium,Shipped,33,4,Europe,Northern Europe,London
10125,2003-05-21,34,100.0,6483.46,Australia,"Australian Collectors, Co.",Vintage Cars,Medium,Shipped,33,62,Oceania,Australia and New Zealand,Canberra
10139,2003-07-16,41,100.0,7956.46,Australia,Souveniers And Things Co.,Vintage Cars,Large,Shipped,33,65,Oceania,Australia and New Zealand,Canberra
10149,2003-09-12,23,100.0,4230.62,United States,Signal Collectibles Ltd.,Vintage Cars,Medium,Shipped,33,32,Americas,North America,"Washington, D.C."
10162,2003-10-18,48,100.0,7209.12,United States,Corporate Gift Ideas Co.,Vintage Cars,Large,Shipped,33,34,Americas,North America,"Washington, D.C."
10173,2003-11-05,22,100.0,3452.68,Italy,Rovelli Gifts,Vintage Cars,Medium,Shipped,33,92,Europe,Southern Europe,Rome
10182,2003-11-12,21,100.0,3047.73,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Medium,Shipped,33,95,Americas,North America,"Washington, D.C."
10193,2003-11-21,22,100.0,3675.32,Australia,"Australian Collectables, Ltd",Vintage Cars,Medium,Shipped,33,72,Oceania,Australia and New Zealand,Canberra
10205,2003-12-03,40,100.0,7492.4,Spain,Euro Shopping Channel,Vintage Cars,Large,Shipped,33,39,Europe,Southern Europe,Madrid
10214,2004-01-26,50,100.0,9534.5,Spain,"Corrida Auto Replicas, Ltd",Vintage Cars,Large,Shipped,33,26,Europe,Southern Europe,Madrid
10227,2004-03-02,29,100.0,5579.02,France,"Saveley & Henriot, Co.",Vintage Cars,Medium,Shipped,33,34,Europe,Western Europe,Paris
10244,2004-04-29,43,100.0,5950.34,Spain,Euro Shopping Channel,Vintage Cars,Medium,Shipped,33,54,Europe,Southern Europe,Madrid
10255,2004-06-04,24,100.0,3726.0,France,Mini Caravy,Vintage Cars,Medium,Shipped,33,3,Europe,Western Europe,Paris
10280,2004-08-17,22,100.0,4455.0,Italy,Amica Models & Co.,Vintage Cars,Medium,Shipped,33,50,Europe,Southern Europe,Rome
10289,2004-09-03,43,100.0,8272.34,Norway,Herkku Gifts,Vintage Cars,Large,Shipped,33,12,Europe,Northern Europe,Oslo
10304,2004-10-11,20,100.0,3577.6,France,Auto Assoc. & Cie.,Vintage Cars,Medium,Shipped,33,65,Europe,Western Europe,Paris
10312,2004-10-21,25,100.0,3881.25,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Medium,Shipped,33,54,Americas,North America,"Washington, D.C."
10322,2004-11-04,36,100.0,5797.44,United States,Online Diecast Creations Co.,Vintage Cars,Medium,Shipped,33,5,Americas,North America,"Washington, D.C."
10332,2004-11-17,24,52.67,1264.08,United Kingdom,"AV Stores, Co.",Vintage Cars,Small,Shipped,33,94,Europe,Northern Europe,London
10347,2004-11-29,21,100.0,4815.3,Australia,"Australian Collectors, Co.",Vintage Cars,Medium,Shipped,33,94,Oceania,Australia and New Zealand,Canberra
10356,2004-12-09,30,100.0,4462.2,France,Lyon Souveniers,Vintage Cars,Medium,Shipped,33,57,Europe,Western Europe,Paris
10367,2005-01-12,32,94.79,3033.28,United States,Toys4GrownUps.com,Vintage Cars,Medium,Resolved,33,17,Americas,North America,"Washington, D.C."
10380,2005-02-16,21,47.18,990.78,Spain,Euro Shopping Channel,Vintage Cars,Small,Shipped,33,47,Europe,Southern Europe,Madrid
10390,2005-03-04,26,78.11,2030.86,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Small,Shipped,33,23,Americas,North America,"Washington, D.C."
10421,2005-05-29,35,100.0,5433.75,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Medium,In Process,33,79,Americas,North America,"Washington, D.C."
10109,2003-03-10,26,100.0,3157.44,United States,Motor Mint Distributors Inc.,Classic Cars,Medium,Shipped,34,85,Americas,North America,"Washington, D.C."
10123,2003-05-20,46,100.0,5161.2,France,Atelier graphique,Classic Cars,Medium,Shipped,34,14,Europe,Western Europe,Paris
10137,2003-07-10,37,100.0,4346.76,France,Reims Collectables,Classic Cars,Medium,Shipped,34,66,Europe,Western Europe,Paris
10148,2003-09-11,27,100.0,3528.36,Australia,"Anna's Decorations, Ltd",Classic Cars,Medium,Shipped,34,75,Oceania,Australia and New Zealand,Canberra
10161,2003-10-17,23,100.0,3187.8,Denmark,Heintze Collectables,Classic Cars,Medium,Shipped,34,51,Europe,Northern Europe,Copenhagen
10172,2003-11-05,39,100.0,6023.16,United States,Gift Depot Inc.,Classic Cars,Medium,Shipped,34,38,Americas,North America,"Washington, D.C."
10181,2003-11-12,27,100.0,3884.76,Norway,Herkku Gifts,Classic Cars,Medium,Shipped,34,64,Europe,Northern Europe,Oslo
10192,2003-11-20,38,100.0,4965.84,United States,Online Diecast Creations Co.,Classic Cars,Medium,Shipped,34,98,Americas,North America,"Washington, D.C."
10204,2003-12-02,27,100.0,4169.88,United States,Muscle Machine Inc,Classic Cars,Medium,Shipped,34,38,Americas,North America,"Washington, D.C."
10212,2004-01-16,40,100.0,4910.4,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,34,50,Europe,Southern Europe,Madrid
10226,2004-02-26,24,100.0,3231.36,United States,Collectable Mini Designs Co.,Classic Cars,Medium,Shipped,34,98,Americas,North America,"Washington, D.C."
10241,2004-04-13,44,100.0,6853.44,France,Mini Caravy,Classic Cars,Medium,Shipped,34,82,Europe,Western Europe,Paris
10253,2004-06-01,37,100.0,5177.04,United Kingdom,"UK Collectables, Ltd.",Classic Cars,Medium,Cancelled,34,30,Europe,Northern Europe,London
10266,2004-07-06,20,100.0,2824.8,Italy,L'ordine Souveniers,Classic Cars,Small,Shipped,34,79,Europe,Southern Europe,Rome
10278,2004-08-06,39,100.0,4324.32,United States,Signal Gift Stores,Classic Cars,Medium,Shipped,34,91,Americas,North America,"Washington, D.C."
10287,2004-08-30,44,100.0,5052.96,Switzerland,"Vida Sport, Ltd",Classic Cars,Medium,Shipped,34,51,Europe,Western Europe,Bern
10301,2003-10-05,22,100.0,3223.44,Norway,"Norway Gifts By Mail, Co.",Classic Cars,Medium,Shipped,34,63,Europe,Northern Europe,Oslo
10311,2004-10-16,43,100.0,5278.68,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,34,98,Europe,Southern Europe,Madrid
10321,2004-11-04,27,100.0,2851.2,United States,FunGiftIdeas.com,Classic Cars,Small,Shipped,34,52,Americas,North America,"Washington, D.C."
10331,2004-11-17,26,64.9,1687.4,United States,Motor Mint Distributors Inc.,Classic Cars,Small,Shipped,34,38,Americas,North America,"Washington, D.C."
10343,2004-11-24,25,52.32,1308.0,France,Reims Collectables,Classic Cars,Small,Shipped,34,97,Europe,Western Europe,Paris
10366,2005-01-10,49,100.0,6144.6,Belgium,Royale Belge,Classic Cars,Medium,Shipped,34,88,Europe,Western Europe,Brussels
10379,2005-02-10,29,100.0,5127.2,Spain,Euro Shopping Channel,Classic Cars,Medium,Shipped,34,79,Europe,Southern Europe,Madrid
10407,2005-04-22,41,100.0,6386.16,United States,The Sharp Gifts Warehouse,Classic Cars,Medium,On Hold,34,30,Americas,North America,"Washington, D.C."
10419,2005-05-17,55,100.0,7695.6,Austria,Salzburg Collectables,Classic Cars,Large,Shipped,34,51,Europe,Central Europe,Vienna
10103,2003-01-29,27,83.07,2242.89,Norway,Baane Mini Imports,Vintage Cars,Small,Shipped,35,81,Europe,Northern Europe,Oslo
10112,2003-03-24,23,100.0,2539.89,Sweden,"Volvo Model Replicas, Co",Vintage Cars,Small,Shipped,35,5,Europe,Northern Europe,Stockholm
10126,2003-05-28,31,90.17,2795.27,Spain,"Corrida Auto Replicas, Ltd",Vintage Cars,Small,Shipped,35,29,Europe,Southern Europe,Madrid
10139,2003-07-16,46,100.0,5545.76,Australia,Souveniers And Things Co.,Vintage Cars,Medium,Shipped,35,4,Oceania,Australia and New Zealand,Canberra
10150,2003-09-19,47,91.18,4285.46,Singapore,"Dragon Souveniers, Ltd.",Vintage Cars,Medium,Shipped,35,10,Asia,South-Eastern Asia,Singapore
10163,2003-10-20,31,100.0,3329.09,United States,Classic Legends Inc.,Vintage Cars,Medium,Shipped,35,56,Americas,North America,"Washington, D.C."
10174,2003-11-06,46,100.0,5592.22,Australia,"Australian Gift Network, Co",Vintage Cars,Medium,Shipped,35,17,Oceania,Australia and New Zealand,Canberra
10183,2003-11-13,37,89.15,3298.55,United States,"Classic Gift Ideas, Inc",Vintage Cars,Medium,Shipped,35,74,Americas,North America,"Washington, D.C."
10193,2003-11-21,28,93.21,2609.88,Australia,"Australian Collectables, Ltd",Vintage Cars,Small,Shipped,35,17,Oceania,Australia and New Zealand,Canberra
10206,2003-12-05,37,90.17,3336.29,Canada,Canadian Gift Exchange Network,Vintage Cars,Medium,Shipped,35,84,Americas,North America,Ottawa
10215,2004-01-29,49,100.0,5510.05,United States,West Coast Collectables Co.,Vintage Cars,Medium,Shipped,35,88,Americas,North America,"Washington, D.C."
10228,2004-03-10,24,100.0,2504.4,United States,Cambridge Collectables Co.,Vintage Cars,Small,Shipped,35,69,Americas,North America,"Washington, D.C."
10244,2004-04-29,30,100.0,3525.6,Spain,Euro Shopping Channel,Vintage Cars,Medium,Shipped,35,34,Europe,Southern Europe,Madrid
10257,2004-06-14,50,88.14,4407.0,United States,The Sharp Gifts Warehouse,Vintage Cars,Medium,Shipped,35,6,Americas,North America,"Washington, D.C."
10270,2004-07-19,31,96.24,2983.44,Australia,Souveniers And Things Co.,Vintage Cars,Small,Shipped,35,53,Oceania,Australia and New Zealand,Canberra
10280,2004-08-17,46,100.0,5126.24,Italy,Amica Models & Co.,Vintage Cars,Medium,Shipped,35,66,Europe,Southern Europe,Rome
10291,2004-09-08,47,100.0,5713.79,Sweden,Scandinavian Gift Ideas,Vintage Cars,Medium,Shipped,35,77,Europe,Northern Europe,Stockholm
10304,2004-10-11,46,100.0,4613.8,France,Auto Assoc. & Cie.,Vintage Cars,Medium,Shipped,35,43,Europe,Western Europe,Paris
10312,2004-10-21,37,100.0,3711.1,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Medium,Shipped,35,75,Americas,North America,"Washington, D.C."
10322,2004-11-04,33,100.0,3524.73,United States,Online Diecast Creations Co.,Vintage Cars,Medium,Shipped,35,23,Americas,North America,"Washington, D.C."
10333,2004-11-18,31,90.17,2795.27,United States,Mini Wheels Co.,Vintage Cars,Small,Shipped,35,55,Americas,North America,"Washington, D.C."
10347,2004-11-29,48,100.0,4814.4,Australia,"Australian Collectors, Co.",Vintage Cars,Medium,Shipped,35,80,Oceania,Australia and New Zealand,Canberra
10357,2004-12-10,41,87.13,3572.33,United States,Mini Gifts Distributors Ltd.,Vintage Cars,Medium,Shipped,35,95,Americas,North America,"Washington, D.C."
10369,2005-01-20,42,100.0,4581.36,United States,Collectables For Less Inc.,Vintage Cars,Medium,Shipped,35,75,Americas,North America,"Washington, D.C."
10381,2005-02-17,41,100.0,4319.76,United States,Corporate Gift Ideas Co.,Vintage Cars,Medium,Shipped,35,16,Americas,North America,"Washington, D.C."
10391,2005-03-09,32,45.25,1448.0,Australia,"Anna's Decorations, Ltd",Vintage Cars,Small,Shipped,35,8,Oceania,Australia and New Zealand,Canberra
10423,2005-05-30,10,88.14,881.4,Belgium,Petit Auto,Vintage Cars,Small,In Process,35,4,Europe,Western Europe,Brussels
10103,2003-01-29,35,57.46,2011.1,Norway,Baane Mini Imports,Vintage Cars,Small,Shipped,36,4,Europe,Northern Europe,Oslo
10111,2003-03-25,28,64.33,1801.24,United States,Mini Wheels Co.,Vintage Cars,Small,Shipped,36,56,Americas,North America,"Washington, D.C."
10126,2003-05-28,46,73.7,3390.2,Spain,"Corrida Auto Replicas, Ltd",Vintage Cars,Medium,Shipped,36,25,Europe,Southern Europe,Madrid
10139,2003-07-16,20,71.2,1424.0,Australia,Souveniers And Things Co.,Vintage Cars,Small,Shipped,36,67,Oceania,Australia and New Zealand,Canberra
10150,2003-09-19,30,49.97,1499.1,Singapore,"Dragon Souveniers, Ltd.",Vintage Cars,Small,Shipped,36,96,Asia,South-Eastern Asia,Singapore
